,base,FFT_FFT,FFT_C-HB-FIR,Linterp_C-HB-IIR,C-HB-FIR_FFT,Linterp_CIC,C-HB-IIR_C-HB-FIR,C-HB-FIR_C-HB-FIR,C-HB-IIR_CIC,FFT_CIC,C-HB-FIR_C-HB-IIR,C-HB-IIR_C-HB-IIR,Linterp_C-HB-FIR,C-HB-FIR_CIC,Linterp_FFT,FFT_C-HB-IIR,C-HB-IIR_FFT
MesaMiniRec_HighGain_DirectOut,,-146.67167479639147,-43.94234635611145,-49.37831597927907,-124.45000037500338,-30.43047842820116,-43.94235197757957,-43.94245097543759,-30.881814855474307,-30.881815149426888,-67.77448287239852,-67.7719905172794,-42.61423531695328,-30.88189497898393,-49.62829489043846,-67.77201282655004,-146.67152774988423
