,base,FFT_FFT,FFT_C-HB-FIR,Linterp_C-HB-IIR,C-HB-FIR_FFT,Linterp_CIC,C-HB-IIR_C-HB-FIR,C-HB-FIR_C-HB-FIR,C-HB-IIR_CIC,FFT_CIC,C-HB-FIR_C-HB-IIR,C-HB-IIR_C-HB-IIR,Linterp_C-HB-FIR,C-HB-FIR_CIC,Linterp_FFT,FFT_C-HB-IIR,C-HB-IIR_FFT
MesaMiniRec_HighGain_DirectOut,-19.591283538870304,-138.15754373301925,-55.03714922914512,-52.434569412329715,-132.15978358491284,-40.02609077696105,-55.03701019291454,-55.03747467036511,-40.43408054269209,-40.4340641803162,-67.36107927685526,-67.36161074467375,-50.23309104335928,-40.43404081816959,-52.82661805435712,-67.36140155070785,-134.93227402077056
