,base,FFT_FFT,FFT_C-HB-FIR,Linterp_C-HB-IIR,C-HB-FIR_FFT,Linterp_CIC,C-HB-IIR_C-HB-FIR,C-HB-FIR_C-HB-FIR,C-HB-IIR_CIC,FFT_CIC,C-HB-FIR_C-HB-IIR,C-HB-IIR_C-HB-IIR,Linterp_C-HB-FIR,C-HB-FIR_CIC,Linterp_FFT,FFT_C-HB-IIR,C-HB-IIR_FFT
MesaMiniRec_HighGain_DirectOut,46.34377647206016,-80.39141642507286,-80.33062200542027,15.174126461490026,-68.30378240262105,15.231062286258902,-74.64494364354294,-68.1471626894353,-48.046045455894095,-48.053963422196816,-68.50041193110422,-72.17470113026394,15.174083666570512,-48.00977990308119,15.17408021824196,-78.17238519130679,-74.34796084330485
