,base,FFT_FFT,FFT_C-HB-FIR,Linterp_C-HB-IIR,C-HB-FIR_FFT,Linterp_CIC,C-HB-IIR_C-HB-FIR,C-HB-FIR_C-HB-FIR,C-HB-IIR_CIC,FFT_CIC,C-HB-FIR_C-HB-IIR,C-HB-IIR_C-HB-IIR,Linterp_C-HB-FIR,C-HB-FIR_CIC,Linterp_FFT,FFT_C-HB-IIR,C-HB-IIR_FFT
MesaMiniRec_HighGain_DirectOut,,-136.65727918544152,-43.98381104836957,3.772504042603779,-122.86970452755226,0.9764315145881796,3.972648239565027,-43.98391565245556,5.675009365235584,1.4303596632645936,4.038699955393217,5.363322797167841,-18.07318184286467,1.430357710927974,-18.07759692095168,4.038701715011298,3.9736494624570593
