,base,FFT,C-HB-IIR,C-HB-FIR,EQ-Linterp + CIC
MesaMiniRec_HighGain_DirectOut,-27.473620450187294,-118.46986117104453,-107.06994639636947,-101.62663024412201,-67.46608308481213
