,base,FFT,C-HB-IIR,C-HB-FIR,EQ-Linterp + CIC
MesaMiniRec_HighGain_DirectOut,-59.526293670412194,-151.0025802752149,-96.68900107498335,-86.56444074120246,-88.19200750625428
